@relation D__weibo_category9_hasNISegment

@attribute text string
@attribute @@class@@ {体育,军事,历史,时事,汽车,电影,科技,综艺娱乐,美食}

@data
' 发布 头 条 文章 刘兴亮 偏激 盲点 回应 白岩松三 问 互联网 刘兴亮 偏激 盲点 回应 白岩松三 问 互联网',科技
' 滴 答 答 滴 答 答 吹 喇叭 分享 萌 神 阿拉蕾雅涵 芒果 TV 识破 走 爸爸',综艺娱乐
' 锅 腊味 煲 仔 饭 伴 秋风',美食
' 萨哈曼 联 生涯 粒进球 全集 truered 比赛季 加盟 比赛季 离开 萨哈 黄金 年龄 献给 曼 联 左 右 脚 均衡 射 术 精湛 技术 细腻 伤病 萨哈的曼 联 生涯 肯定 粒进球 全集 挺',体育
' 解放军 第一 支 参加 阅兵 女兵 闪 集结 巾帼英雄 风采 不减当年',军事
' 英国 香港 耍 伎俩 邓小平 识破 香港 总督 麦理浩 访问 北京 中国 葡萄牙 正式 建交 英国 幻想 澳做法 模式 中 葡 两 国 建交 谈审理 两 文件 公开 发表 中 葡 建交 加盟 英国 香港 耍 伎俩 邓小平 识破',历史
' 成都 新闻 我国 首 艘 核潜艇 退役 进驻海军博物馆 退出 现役 我国 首 艘 核潜艇 拖船 拖带 泊 位于 成都 海军 博物馆 码头 艘 游弋 大洋 载 建 功勋 核潜艇 展品 供 世人 参观 艇 核 化 符合 国际 标准 博物馆 对外公开 展览',时事
' 驾驶证 期限 到达 限期 前 天 驾驶证 期满 换 证 审验 工作 保证 驾驶证 有效期 合法 做 子 汽车上 曰 秒 拍 视频 秒 拍 录制',汽车
' 饭 制 微 电影 未 明 剧情 观 正 狗 血 虐 心 主演 刘亦菲 李易峰 杨洋 马天宇 吴亦凡 陈伟霆 张天爱 迪丽热巴 王鸥 东 茜 映 画 电影 分享 社 秒 拍 视频',电影
' 新 张 利 原产地 年货 节 克 健康 礼 一点 百 撕 骑 姐 政府 电 商 扶持 专项 资金 盖 楼 搞 电 商 产业 园 孵化 中心 楼房 孵化 电 商 干 投 放水 养鱼 发现 苗子 重点 培养 培养 山药哥赵作霖 娟子茶 守拙园自然农场丛东日 带头人 vip柠檬妹',科技
' 阿拉蕾 崔雅涵 feat 董力 董大力 秋裤 歌 爸爸 第四 季 魔 性 洗 脑 神曲 湖南卫视 芒果捞 秒 拍 视频 秋裤 飘 飘 飞 远 地方 飞 飞 飞 找 不到 寄 想 办法 终于 找到 穿 试试 穿 两 灵魂 歌手 歌声 里 循环 天',综艺娱乐
' 家具 设计师 武巍 家里 空调 电视 藏 孩子 密室 老婆 做饭 厨房 宽敞 明亮 一家 呆 地方 条 视频 秒 拍 视频',美食
' As watched NBA Global games couldn pleased team fans cheer games It cheers scoring basket Seeing games shougang LeSports Center magical So thankful witness',体育
' 中国 新 亮相 强悍 武器 俄 专家 首 次 谦逊 承认 差距 结束 巴黎 陆军 防务 展 中国 展示 批 新型 陆战 武器 包括 新型 火箭炮 主 战 坦克 步兵战汽车 火炮 AR 远程 火箭炮 引 关注 中国 新 亮相 强悍 武器 俄 专家 首 次 谦逊 承',军事
' 曾国藩 创立 湘 军 太平天国 解放战争 曾国藩 创立 湘 军 太平天国 解放战争',历史
' 成都 新闻 成都 籍 演员 包场 金 鹿 奖 黄晓 明白 百 获奖 第十三 届 中国 长春 电影节 晚 落幕 金 鹿 奖 奖项 逐一 揭晓 霍 建起 执导 电影 大唐 玄奘 问鼎 最佳 华语 故事片 奖 电影 大唐 玄奘 里 精彩 表演 黄晓明 获 最佳 男 主角 奖 百 电影 捉 妖 记 获 最佳 女 主角 奖',时事
' 涡轮 时间 森 哥 辣 评 网 约 汽车 新政 森哥 国家 出台 网 约 汽车 新政 推 舆论 风口浪尖 聊聊 愚昧 秒 拍 作品 涡轮 时间 秒 拍 视频 秒 拍 录制',汽车
' 对照 记 Paul Newman Joanne Woodward 蓝 莓 夜 中 Norah Jones Jude Law',电影
' 快汽车 次 司机 乘客 送达 情况 发现 滴 滴 改变 司机 派 策略 抵达 乘客 输入 目的地 时 司机 派 长 脑子 PM 数量 溢出 吃 撑 目的地 中途 变更 堵汽车 异常 情况',科技
' 杨 洋 法国 娇 兰 发布会 撩 天 撩 撩 记者 撩 主持人 杨洋 言 法国 娇兰',综艺娱乐
' 火爆 韩国 Cafe de paris 西安 喜欢 家 诱惑 十足 韩国 美食 芒果 杯 樱桃 杯 Cafe de paris 位于 林荫 路 家咖啡 厅 芒果 现 点 现 制 成 果肉 块 厚实 间隔 奶油 中心 芒果 沙 冰 酸 甜 清凉 口 塞 进 嘴里 超 幸福 西安 第一 家 店 开 地址 高新路 科技 路 丹 轩 坊 南做法',美食
' 英格兰 比赛 梁文博 胜 小特 夺 生涯 首 冠 早上 斯诺 克 英格兰 公开比赛 比赛程 结束 中国 选手 梁文博 首 局 一路 识破先 最终 击败 特鲁姆普 成功 夺得 本届 英格兰 公开比赛 冠军 职业 生涯 大型 排名 比赛 首 冠 恭喜',体育
' 国务院 参事 室 特约 研员 警示 转基因 反 人工智能 屠 龙 战略 刘奇 中国 农业 生态 引 识破 绿色 发展 本文 作者 国务院 参事 室 特约 研员 来源 中国 发展 观察 杂志社 作者 刘奇 博 文字 版 新浪 长微 博 微博 字 烦恼 试试 新',军事
' 全世界 公 知 加盟 excuse',历史
' 十 房 高速 全程 通汽车 记者 实地 体验 隧道 白昼 通 省 隧道 放 汽车 通行 全长 公里 十 房 高速公路 终于 线 通汽车 十 房 高速 线 通汽车 十堰 添 条 交通 大动脉 昨日 十堰 晚报 秦 楚 网 记者 第一 时间 感受 通汽车 带来 便捷',时事
' 发布 头 条 文章 电视机 汽汽车 年代 人类 前所未有 聪明 汽汽车 诞生 世纪 神秘 稀松 平常 赚钱 工具 工程师 使命感 梦想 制开发 汽汽车 汽汽车 变 冰冷 无情 市侩 现实 包 方便面 本质 区别 电视机 汽汽车',汽车
' 十一 部 真实 故事 改编 韩国 罪案 电影 部 展现 组织 黑暗面 公众 良知 挑战 韩国 电影 确实 浓密 热烈 振聋发聩 誓 罢休',电影
' 次 机会 安利 爱 豆 张 鈭',科技
' RunningMan 十 蛋 疼 瞬间 最佳 电影 武器 裤衩 奖 刘在石',综艺娱乐
' 巧 剥 栗子 壳 栗子 好吃 壳 难 剥 特别 做 栗子 粥 栗 子鸡 饭 想 剥 漂亮 完整 栗子 太 方法 简单 食盐 加 水 煮 滚开 倒 进 放 栗子 器皿 中 加 盖子 焖 分钟 时间 准确 久 剥 时间 波纹 刀 表面 里 外 两 层 皮 剥',美食
' 家人 Kobe Bryant 状态',体育
' 维基解密文件 希拉里 威胁 导弹防御系统 包围 中国 政坛 老手 希拉里 想 偷偷 践 行 政策 分 公开 私下 小小 私人 邮箱 害 句 成 白搭 维基解密文件 希拉里 威胁 导弹防御系统 包',军事
' 长征 路上 战 境况 危险 毛泽东 入眠 长征 路上 战 境况 危险 毛泽东 入眠',历史
' 太原 新闻 吕梁 身边 事 兴县 部做法 住 煤矿 污染 近日 家 媒体 报道 山西 兴县 肖 家 洼 煤矿 生态 环境 污染 污染 村民 土地 流失 解决 部做法 住 煤矿 污染 报道 消息 中 提及 污染 生态 环境 百姓 民生 不良 影响 微博区域媒体人 吕梁 兴县 家 部做法 住 煤矿 污染',时事
' 厉害 弟',汽车
' 全国艺术电影放映联盟 启动 仪式 长春 公司 上海暖流文化 发起 单位 发言 建立 艺术电影放映联盟 观众 创作者 数十 年 诉 求 电影 负载 情感 电影 超越 国家 文字 人类 心灵 之间 建立 交流 推动 艺术电影 发展 艺术电影 前瞻性 艺术 形式 新 技术 探索 电影 创',电影
' 腾讯 产品总监 工作 年 内心 无比 恐慌 推荐 开心 站 做 馒头 商学校 开学 典礼 第一 位 分享 嘉宾 分享 主题 想 久 做 早晨 第一 课 醒 醒 脑 题目 产品 经理 年 失业',科技
' 米 董大力 遇 米 阿拉蕾 崔雅涵 女 心中 理想 老公 闺女 董大力 阿拉蕾 火 节奏 爸爸 第四 季',综艺娱乐
' 蜜 制 金桔 止咳 平 喘 舒 解 郁闷 颜色 美 口感 佳 身边 亲友 马 美食',美食
' 科 比重 回 斯 台 普斯 观看 WNBA 决比赛 终于 回家 GoLakers ThankYouKobe',体育
' 维基解密文件 希拉里 威胁 导弹防御系统 包围 中国 政坛 老手 希拉里 想 偷偷 践 行 政策 分 公开 私下 小小 私人 邮箱 害 句 成 白搭 维基解密文件 希拉里 威胁 导弹防御系统 包',军事
' 华人 暹 罗复 国 战争 广东 泰国 政治 华人 暹 罗复 国 战争 广东 泰国 政治',历史
' 纪念 长征 胜利 周年 四川省 纪念 红军 长征 胜利 周年 大会 隆重 王东明 发表 讲话 上午 四川省 纪念 红军 长征 胜利 周年 大会 成都 隆重 省委 书记 王东明 做 大会 发表 讲话 省委 副 书记 省长 尹力 主持 大会 省政协 主席 柯尊平 省委 副 书记 刘国中 西部 战区 副 政委 兼 政治 工作 部 主任 何平',时事
' 恩佐 法拉利 改 开 奔驰',汽车
' 美 版 两 世界 电影 ZOOM 两 世界 脑 洞 嫌弃 身材 做 完 隆 胸 手术 嫌 胸 漫画家 整天 花天酒地 约 炮 天 发现 关键 部位 缩水 导演 立志 作家 总 莫名 碰壁 模特 创开发 世界 里 冲突 爆 笑',电影
' 手机 功能 机 时代 年 慢吞吞 改变 挺 智能 机 摩尔 定律 切入 生效 VR 摩尔 定律 统治 VR 产业 互联网 倍 湖畔 十五 未来 行业 VR',科技
' 张杰 音乐 梦想 教室 第29 间 张杰 音乐 梦想 教室 近日 上海市 儿童 医院 正式 授 牌 音乐 照亮 梦想 止息 爱 梦想 长久',综艺娱乐
' 回 首都 酥饼 大人 买 鱼 干 V影响力峰会 美食 秀 好吃城',美食
' 麦 迪 脚踝终结者 系列 销魂 脚步 经典 过人 镜头 值得 收藏 脚踝终结者 联盟 秒 拍 视频 脚踝终结者联盟',体育
' 秒拍 分享 视频 碟 蔬菜 小家伙 吃 香 分享 秒拍 战略微评 白彩然 秒 拍 视频',军事
' 青春 梦想 远征 奥运 冠军 蔡 赟 蔡 赟 邀请 一同 收看 北京卫视 档案 栏目 O10 月 晚 7点 直播出 红军 远征 难 馃 弲',历史
' 成都 新闻 汽车库 顶 盖 层 房 强制 拆除 做法 楼上 住户 家 汽车库 房顶 加 盖 层 楼房 楼房 加 盖 完毕 担心 违章 建筑 家 汽车库 房顶 压 坏 家 住 呼市 新城区 开 天 花园 张 致电 本报 新闻 热线 汽车库 顶 盖 层 房 强制 拆除 做法',时事
' TopDiao 速度 第一 季 第5 集 玛莎拉蒂 总裁 对抗 民航客机 集 TopDiao 玛莎拉蒂 总裁 民航客机 对抗 出行 速度 TopDiao 交通 出行 提出 诚恳 建议 分享 秒拍 速度 视频 秒 拍 视频',汽车
' 岛国 电影 暗杀 教室 完整 版 马 慢慢 精彩 关 注 我的电影图解',电影
' 高德 百度地图 争 想 口水战 不服 跑 分 今日 高德 高德 地图 手机 日 超过 百度地图 行业 第一 目标 高德地图 百度地图 两 官 微 微博 实施 隔 空 骂 战 身 家 严肃 商业 媒体 氪 君 看热闹 嫌 事 原则 特 逛 回来 平时 地图 平时 地图 App',科技
' 全球 中文 音乐 榜 榜 直直播 结束 最终 榜 排位 图 速 戳 周 直直播 时段 冠军 徐良L 写 词 排 位 杨洋icon 爱 疯 字 排 第三 位 Niko孙子涵 跳 太阳 升 错过 直直播 明天 鈥 重直播 咯',综艺娱乐
' 炒 酱 爆 猪肝',美食
' 法 布雷 加 斯 确认 迎来 第三 孩子 小法 社交 媒体 发布 小孩 彩超 照片 法 此前 两 女儿 女儿 岁 女儿 岁 法 第三 孩子 儿子',体育
' 少女 痴迷 嫁 军人 梦想 执著 追求 苦苦 等待 嫁 军人 并非易事 痛苦 抉择 发生熬 等待 宽容 理解 焦虑 企盼 军人 爱情 包含 太 辛酸 泪水 包含 太 苦 乐 酸 甜 足够 勇气 毅力 能力 嫁 军人',军事
' 書 齋 獨 語 二五 昨 兩 日 香港 中文 學 舉 行 嚴 耕望 歸 田 百 齡 紀 念 學 術 研 討 會 德 勇 因故 未 克 前往 面 對 當 今文 史 學 界 日 趨 嚴 重 晚 明 化 風 尚 闡 揚 歸 田 篤 實 學 術 品 質 尤 爲 數 年 前 台 灣 參 與 歷 史 地理 學 會 議 草 成 韻 語 數 句 述 對 歸 田 學 術 業 績 仰慕 姑 以此 略表 心意',历史
' 中国 涉嫌 赌博 犯罪 为由 拘留 Crown Resorts 书记 中国 部做法 涉嫌 赌博 犯罪 为由 拘留 澳大利亚 赌场 运营 公司 Crown Resorts Ltd 名 书记 包括 位 澳大利亚 公民 位 公司 高 Crown 发言人 公司 Crown VIP 国际 团队 负责人 奥康纳 中国 部做法 问讯 名 书记',时事
' 雪佛兰 Bel Air 撞 雪佛兰 迈 锐 宝 科技 确实 改变 生活',汽车
' 微微 笑 倾 城 番 外 片 合作 微 电影 茉 花 开 真 浪漫',电影
' YouTube 热做法 谷歌云 两 周 前 Google 命名 B2B 云计算 业务 品牌 Google Cloud 谷歌云 新 增 Google 云 服务 区 明年 数量 增加 Google 高级 副 总裁 谷歌 云 负 戴安 格林 Diane Greene 新闻 发布会 精彩 介绍 YouTube',科技
' 刘亦菲 刘亦菲 营救 飞虎队 刘亦菲 生 世 十 里 桃花 刘亦菲 一代 妖精 晚安 掐 指 算 茜茜 发 微博 隐 遁 好久 星期六 晚上 九宫 图 女娲 后人',综艺娱乐
' 酱 厨房 不可辜负 美食 好吃城 芝士 虾 排 腌 虾 放 入 少许 料酒 腥 太 喜欢 料酒 味道 放 喜欢 吃 虾 放 层 虾 肉 芝士 夹 芝士 片 受热 溢出',美食
' 腾讯 NBA 记得 叱咤风云 球员 伤病 未 预期 扼腕 叹息 伤病 毁 掉 球星 姚 麦 惋惜 奥 登 沦为 水货',体育
' 强军 故事 民族 战士 讲述 祖孙 从军 报 国情 阿不力米提 吐尔逊 穿越 火 障 训练 陶 辉 摄 爷爷 剿匪 战场 浴血 杀敌 父亲 生死 瞬间 勇救 战友 强 军 故事 民族 战士 讲述 祖孙 从军 报 国情',军事
' 秦汉 栎 阳城 狗 墓 葬 陶俑 深 主人 宠爱 狗',历史
' 精准扶贫 率先脱贫 不折不扣完成 脱贫 第三 全国 扶贫 日 宜昌 全省 率先脱贫 率先 小康 目标 年 目标 第一 年 面对 开局 年 贫困村 出列 7万 户 12万 脱贫 户 易地 扶贫 搬迁 抓住 两 月 时间 不折不扣完成 脱贫',时事
' 轮胎 标准 胎 压 身边 轮胎 标准 胎 压 身边',汽车
' 电影 视频 分享 画风 配乐 情绪 气氛 意境 太 美 古装 女神 群像 混 剪 伊 梦 巩俐 张曼玉 章子怡 周迅 张柏芝 范冰冰 黄圣 金高银 刘诗诗 张天爱 金晨',电影
' 百度地图 高德地图 合并 类似 BAT 之间 对抗 合并',科技
' 完整 版 蔡依林 金鹰节 互联 盛典 艺术家 舞 娘 Play 超 美 超 好看 超 霸气 芒果 娱乐 秒 拍 视频',综艺娱乐
' 吃喝玩乐 上海 上海 家咖啡 甜品 店 合集 耗时 月 吃 完 家 店 精心 作 店 好看 好吃 颜 控 吃 货 马 希望 喜欢 作者 牛奶 可可 de 妈咪',美食
' 盖伊 女儿 枪击 案 中 遇难 美国 短跑 名将 泰森 盖伊 女儿 崔 妮 绨 盖伊 当地时间 周日 早晨 遭枪击身亡 年 岁 地点 发生 肯塔基州 列克星敦 岁 盖伊 痛失 爱女 女儿 崔 妮 绨 盖伊 位 希望 短跑 运动员 米 州 冠军 米 中 第四 名 枪弹 终结',体育
' 普 京 批准 俄 叙 期限 部署 空中 力量 普京 批准 俄 叙 期限 部署 空中 力量',军事
' 抗战 中 花木兰 次女 扮 男装 服役 抗日战争 发生 第三 年 位 唐桂林 军人 出名 抗战 中 花木兰 次女 扮 男装 服役',历史
' 成都 新闻 呼市 雅 公寓 居民 家中 疑 煤气 泄漏 引发 爆发射 许 呼市 雅 公寓 小区 A1栋 单元 居民 家中 疑似 煤气 泄漏 引发 爆发射 名 年轻 男子 爆发射 中 受 轻伤 许 记者 赶到 现场 A1栋 楼 拉 警戒线 楼下 店铺 关做法 位 居民 正 讨论 发生 惊险 幕',时事
' 思 域 召回 本田 发布 召回 款 本田 思 域 包括 0L NA 5T 引擎 涉及 汽车辆 电子 手 刹 思域 汽车身 稳定 控制 软件 阻止 司机 驻 汽车 熄火 拉手 刹 手 刹 失效 仪表盘 刹汽车 报警 灯会 闪烁 时间 期间 汽车子 发生 溜 坡 想',汽车
' 劫匪 王祖 蓝 成就 段 搞 笑 恋情 电影 本剧 秒 拍 视频 秒 拍 录制',电影
' 电 商 干货 互联网 智慧 商 圈 解决 方案 玩 转 商圈O2O 必备 套 商圈O2O 运营 方案 内容 包括 鉃 姶 笫 荻 陨 土 鞯 姆 治 瞿 Ｐ 外 瀷 大数 平台 架构 鉃 屓 绾 问 迪 质 莼 牡 剂 麾 瀺 WIFI 数据 分析 鉃 幙 土 鞫 叻 治 鲇 胗 П 昵 瀼 智能 停汽车场 系统 鉃 愓 逶 擞 Ｊ 值得 收藏 秀 方案',科技
' 盛一伦 白皓宇 盛一伦 周六 盛 伦 做客 快乐大本营 期待 盛一伦 识破衔 主演 电影 漂亮 近期 登陆 湖南卫视 青春 时 首直播 湖南电视台 党委 书记 兼 台长 吕焕斌 高度 赞扬 该剧 精良 品质 芒果 娱乐 秒 拍 视频',综艺娱乐
' 探 城 记 图 够 顿 饭 昨晚 有幸 马 桥 龙 寿司 品尝 日本 料理 大师 大关 雅 博 长 妻 悟 合作 寿司 席 料理 两 位 从业 大关 先生专精 寿司 日本 料理 届 公认 手艺 超过 小野 二郎 神 人物 长 妻 悟 先生专精 怀 石料 理 时 东京 帝国 饭店 怀 石料 理 长',美食
' 无乐 视 中 超 神 勇 难 入 国 足 强 比赛 败 中 超 第27 轮 战罢 本轮 比比赛 中 国家队 重用 机会 入选 国家队 球员 曹 赟 郑智 郜林 王大雷 本轮 大放异彩 董路 老师 国家队 团结 团结 力量 轻易 放弃 好吃明 特',体育
' 俄 确认 印度 出售 先进 防空 导弹 系统 俄 确认 印度 出售 先进 防空 导弹 系统',军事
' 欠 堆 文 债 勤快 拖 洗 衣服',历史
' 背 未 违章 女 司机 证 驾驶 高速 日前 交警 发现 小型 客汽车 悬挂 牌照 女 司机 出示 行驶 证 称 驾驶证 进一步 检查 民警 发现 该汽车 交 强 险 年 审 汽车上 汽车辆 检验 环保 挪用 汽车辆 电子 监控 抓拍 交通 违法',时事
' 株洲 开启 新 能源 汽汽车 分 时 租赁 服务 原 标题 株洲 开启 新 能源 汽汽车 分 时 租赁 服务 台 崭新 充电 桩 提供 充 慢 充 服务 清一色 新 能源 汽汽车 租 售 株洲 开启 新 能源 汽汽车 分 时 租赁 服务',汽车
' 胭脂扣 改编 李碧华 同名 小说 关锦鹏 执导 梅艳芳 张国荣 主演 讲述 香港 三十 年代 石 塘 咀 名 妓 如花 纨绔子弟 十二 少 感情 纠葛 线 经典 片 胭脂扣 Rouge 梅艳',电影
' 雷军 演讲 引用 马云 阿里巴巴 上市 时 讲 励志 段 高考 考 次 考上 大学 大学 毕业 找 工作 做 保安 成功 中国 中国 成功 梦想 创业 桥 创新 路',科技
' 萧敬腾 十二 道 锋 味 十二 道 锋 味 蕭 音 樂 動 圖 枚 鋒 味 真 樣 節 目 極 星空 雪地 美食 謝 主 廚 蕭 師 感到 大自然 浩瀚 真 實 真 誠 用心 音 樂 蕭 師 止 誇 唱功 厲 害 純 粹 廣 泛 感受 華 語 樂 壇 蕭 師 真 别无选择',综艺娱乐
' 新疆 豆角焖面 焖 面 家庭 快餐 碗 焖 面 加 碗 汤 羹 可以当做 早餐 可以当做 中餐 晚餐 确实 不错',美食
' 无乐 视 中 超 御林军 50万 神锋 国 足 开 天 破 荒 斩 中 超 首 球 终于 进球 客场 面对 长春亚泰 谢尔盖耶夫 打入 加盟 球队 首 粒进球 次 正式 比比赛 进球 天 效力 塔什干 棉农 队 饭 晚 乌兹别克斯坦 国脚 脚 漂亮 射做法 打开 进球 账户 遗憾',体育
' 超级 军事 周 珠 海航 展 兵器 集团 装备 抵达 珠海 航 展现 场 动态 演示 区 建 汽车棚 VT VT 96B 坦克 机动 展示',军事
' 组织 做 服饰 复原 朋友 问 设定 时间 时期 答 清代 遂 语 假设 新 中国 初期 五十 年代 流行 帽子 配 七十 年代 流行 上衣 配 年 流行 裤子 做出 中国 服饰 样本 肯定 道理 放 历史 懂',历史
' 环保部 公布 陇 星 锑 业 尾矿库 泄漏 环境 故事 调查 环保部 组织 调查认定 甘肃 陇 星 锑 业 有限 责任 公司 尾矿库 泄漏 次生 突发 环境 故事 尾矿库 泄漏 责任事故 次生 突发 环境 故事 故事 发生 原因 排水 井 拱 板 破损 脱落 导致 含 锑 尾 矿 尾 矿 水 排水 涵洞 太 石河 调查认定',时事
' Enzo Ferrari PS3 保罗 Top Cars BesFICam AM DBS 局长别开枪 Qiuyangphoto Cars01 Superformance 沪 剑客 Auto陈阙 藤野佐助君',汽车
' 电影 君 推荐 禁 长 达 年 未成年 禁 忌 电影 妈 公主 真实 事例 改编 母亲 汉娜 伊莎贝尔 佩 饰 起步 摄影师 上流 组织 赢 一席之地 不惜 女儿 薇 奥 莉 塔 扮装 成 裸 体 妖精 搔首弄姿 撩拨 欲 求 孤单 男人 线 萝 莉 妻子 公主 艳 娃 小传',电影
' Richard Sutton 教授 经典 教材 Reinforcement Learning An Introduction 版 HTML 版 PDF 版 代码 主页',科技
' 电脑 设备 做 深夜 躺 床 喝酒 感觉 突如其来 接受 总归 面对 现实 振作 面前 树立 样子 父母 面前 永远',综艺娱乐
' 秋冬季 烘焙 季节 教 做 烘焙 常用 重点 原料 自制 黄油 酪 乳',美食
' 称霸 亚洲 新疆 夺冠 纪录片 时隔 年 中国 球队 亚 冠 男篮 比比赛 中 问鼎 新疆广汇足球俱乐部 CBA 第一 正式 大比赛 冠军 回顾 系列比赛 新疆 夺冠 路 一帆风顺 代表 中国 新疆男篮 克服 困难 豪 取 胜 跟随 纪录片 回顾 小伙子 出色 表现',体育
' 长征 光辉历史 照亮 强军 前 行 路 长征 中华民族 永远 骄傲 自豪 一代代 革命 军人 砥砺 奋进 动力 源泉 长征 中 次 段 路程 撼人心魄 发人深思 催 奋进 精神 力量 长征 光辉历史 照亮 强军 前 行 路',军事
' 姓氏 起源 古人 取 名字 姓名 伴随 人类 文明 化 语言 文字 标准化 定型 姓氏 名字 顺序 历史 进程 之中 反复 姓氏 起源 古人 取 名字',历史
' 岁 女子 拐 年 岁 终 回家 年 前 岁 阿华 拐 贵州 强制 嫁 生活 艰苦 偷偷 写 贵州 地址 朋友帮忙 寄 回 家 父母 朋友 数据 寄 接到 阿华 家人 报警 警方 介入 岁 华 解救 昨日 下午 3点 阿华 终于 回 家中 家人 团聚',时事
' 丰田 汽汽车 召回 雷 克 萨 斯 汽汽车 丰田 汽汽车 召回 雷 克 萨 斯 汽汽车',汽车
' 治愈 电影 电影 守 坝 员 第87 届奥斯卡最佳 电影 电影 提名 误解 友谊 温情 故事',电影
' 开 源 人工智能 前沿 项目',科技
' 中国 农民 歌会 滁州 演唱会 圆满 落幕 连续 两 年 来到 重温 改革 重温 小岗 梦 页 手 卡 段 词 俩 硬是 成都 健身房 背 滁州 健身房 拿下 Mark 宋秋熠',综艺娱乐
' 桂花 梨 吃 法 桂花 雪梨 布丁 养生 秋 梨 汁 桂花 秋梨膏 秋天 吃 梨 阴 养 补 液 润 肺 止咳 养 血 生 肌 清 热 降 火 片 味 地方 美食 秒拍 微博视频 片 秒 拍 视频',美食
' 科 现身 观战 WNBA 发福 辣',体育
' 北京卫戍区 大熊猫 团 永葆 红军 本色 强 军 创 辉煌 新华社 北京 月 日 电 题 北京卫戍区 大熊猫 团 永葆 红军 本色 强 军 创 辉煌 北京卫戍区 摩 步 团 部 前身 红军 主力 长征 留 南方 省 红军 北京卫戍区 大熊猫 团 永葆 红军 本色 强 军 创',军事
' 芳妮豆丁爱婴世界 拍 孕妇 终于 回来 衣服 少 可怜 挑 尴尬 一家 口 第一 次 合影 幸福 满满 祝福 身边 朋友 幸福',历史
